"Bus","Direction","coord_x","coord_y","Arret","Code"
"13","Simonis","50.813199","4.324849","UZ Brussel","1074"
"13","Simonis","0.0","0.0","Laerbeek","4070"
"13","Simonis","50.844659","4.359615","Pompiers","1003"
"13","Simonis","0.0","0.0","Arbre Ballon-Heymbosch","4226"
"13","Simonis","0.0","0.0","Demunter","1081"
"13","Simonis","0.0","0.0","Liebrecht","1004"
"13","Simonis","50.846832","4.356626","Schuermans","1005"
"13","Simonis","50.866609","4.375391","Dieleghem","1006"
"13","Simonis","50.866411","4.375226","Bonaventure","1007"
"13","Simonis","0.0","0.0","Reniers","1008"
"13","Simonis","0.0","0.0","Eugene Toussaint","1009"
"13","Simonis","50.878265","4.321409","Le Roux","1010"
"13","Simonis","0.0","0.0","Legrelle","1027"
"13","Simonis","50.866192","4.338672","Bruxellois","1013"
"13","Simonis","50.871012","4.324470","Miroir","1014"
"13","Simonis","50.867911","4.326561","Broustin","6805"
"13","Simonis","50.865071","4.328340","Parc Elisabeth","4116"
"13","UZ Brussel","50.863355","4.330671","Simonis","1183"
"13","UZ Brussel","50.868292","4.326501","Broustin","6864"
"13","UZ Brussel","50.871282","4.324371","Miroir","6865"
"13","UZ Brussel","50.887490","4.378208","Bruxellois","1062"
"13","UZ Brussel","50.845100","4.359617","Legrelle","1000"
"13","UZ Brussel","50.879155","4.321791","Le Roux","1065"
"13","UZ Brussel","50.881187","4.321846","Eugene Toussaint","1066"
"13","UZ Brussel","0.0","0.0","Reniers","1067"
"13","UZ Brussel","50.889929","4.381395","Bonaventure","1068"
"13","UZ Brussel","50.889837","4.380858","Soetens","1069"
"13","UZ Brussel","0.0","0.0","Schuermans","1070"
"13","UZ Brussel","0.0","0.0","Liebrecht","1026"
"13","UZ Brussel","0.0","0.0","Demunter","1080"
"13","UZ Brussel","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"13","UZ Brussel","0.0","0.0","Pompiers","1075"
"13","UZ Brussel","0.0","0.0","Laerbeek","4225"
"14","Gare du Nord","50.813199","4.324849","UZ Brussel","1074"
"14","Gare du Nord","50.813061","4.324730","Dieleghem","1078"
"14","Gare du Nord","0.0","0.0","De Rivieren","1079"
"14","Gare du Nord","0.0","0.0","Legrelle","1027"
"14","Gare du Nord","50.866192","4.338672","Bruxellois","1013"
"14","Gare du Nord","50.871012","4.324470","Miroir","1014"
"14","Gare du Nord","50.867911","4.326561","Broustin","6805"
"14","Gare du Nord","50.865071","4.328340","Parc Elisabeth","4116"
"14","Gare du Nord","0.0","0.0","Simonis","1025"
"14","Gare du Nord","0.0","0.0","Belgica","5009"
"14","Gare du Nord","0.0","0.0","Vanderstichelen","5011"
"14","Gare du Nord","50.864062","4.344119","Picard","1019"
"14","Gare du Nord","0.0","0.0","Tour et Taxis","1020"
"14","Gare du Nord","50.867597","4.336128","Armateurs","1021"
"14","Gare du Nord","0.0","0.0","Willebroek","1016"
"14","Gare du Nord","0.0","0.0","WTC","1022"
"14","Gare du Nord","0.0","0.0","Gare du Nord","1023"
"14","UZ Brussel","50.860080","4.360273","Gare du Nord","1900"
"14","UZ Brussel","0.0","0.0","Gare du Nord","1030"
"14","UZ Brussel","0.0","0.0","WTC","1052"
"14","UZ Brussel","0.0","0.0","Willebroek","1051"
"14","UZ Brussel","50.899278","4.399029","Armateurs","1054"
"14","UZ Brussel","50.865946","4.338822","Tour et Taxis","1055"
"14","UZ Brussel","50.864456","4.343166","Picard","1056"
"14","UZ Brussel","0.0","0.0","Vanderstichelen","5074"
"14","UZ Brussel","0.0","0.0","Belgica","5076"
"14","UZ Brussel","50.898577","4.402396","Flessingue","1053"
"14","UZ Brussel","50.863355","4.330671","Simonis","1183"
"14","UZ Brussel","50.868292","4.326501","Broustin","6864"
"14","UZ Brussel","50.871282","4.324371","Miroir","6865"
"14","UZ Brussel","50.887490","4.378208","Bruxellois","1062"
"14","UZ Brussel","50.845100","4.359617","Legrelle","1000"
"14","UZ Brussel","0.0","0.0","De Rivieren","4065"
"14","UZ Brussel","0.0","0.0","Dieleghem","4064"
"15","UZ Brussel","50.860080","4.360273","Gare du Nord","1900"
"15","UZ Brussel","0.0","0.0","Gare du Nord","1030"
"15","UZ Brussel","0.0","0.0","WTC","1052"
"15","UZ Brussel","0.0","0.0","Willebroek","1051"
"15","UZ Brussel","50.899278","4.399029","Armateurs","1054"
"15","UZ Brussel","50.865946","4.338822","Tour et Taxis","1055"
"15","UZ Brussel","50.864456","4.343166","Picard","1056"
"15","UZ Brussel","0.0","0.0","Vanderstichelen","5074"
"15","UZ Brussel","0.0","0.0","Belgica","5076"
"15","UZ Brussel","50.898577","4.402396","Flessingue","1053"
"15","UZ Brussel","50.863355","4.330671","Simonis","1183"
"15","UZ Brussel","50.868292","4.326501","Broustin","6864"
"15","UZ Brussel","50.871282","4.324371","Miroir","6865"
"15","UZ Brussel","50.887490","4.378208","Bruxellois","1062"
"15","UZ Brussel","50.845100","4.359617","Legrelle","1000"
"15","UZ Brussel","50.876241","4.317873","Square du Centenaire","9103"
"15","UZ Brussel","50.879155","4.321791","Le Roux","1065"
"15","UZ Brussel","50.881187","4.321846","Eugene Toussaint","1066"
"15","UZ Brussel","0.0","0.0","Reniers","1067"
"15","UZ Brussel","50.889929","4.381395","Bonaventure","1068"
"15","UZ Brussel","50.889837","4.380858","Soetens","1069"
"15","UZ Brussel","0.0","0.0","Schuemans","1070"
"15","UZ Brussel","0.0","0.0","Liebrecht","1026"
"15","UZ Brussel","0.0","0.0","Demunter","1080"
"15","UZ Brussel","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"15","UZ Brussel","0.0","0.0","Pompiers","1075"
"15","UZ Brussel","0.0","0.0","Laerbeek","4225"
"15","Gare du Nord","50.813199","4.324849","UZ Brussel","1074"
"15","Gare du Nord","0.0","0.0","Laerbeek","4070"
"15","Gare du Nord","50.844659","4.359615","Pompiers","1003"
"15","Gare du Nord","0.0","0.0","Arbre Ballon-Heymbosch","4226"
"15","Gare du Nord","0.0","0.0","Demunter","1081"
"15","Gare du Nord","0.0","0.0","Liebrecht","1004"
"15","Gare du Nord","50.846832","4.356626","Schuemans","1005"
"15","Gare du Nord","50.866609","4.375391","Dieleghem","1006"
"15","Gare du Nord","50.866411","4.375226","Bonaventure","1007"
"15","Gare du Nord","0.0","0.0","Reniers","1008"
"15","Gare du Nord","0.0","0.0","Eugene Toussaint","1009"
"15","Gare du Nord","50.878265","4.321409","Le Roux","1010"
"15","Gare du Nord","0.0","0.0","Square du Centenaire","1012"
"15","Gare du Nord","0.0","0.0","Legrelle","1027"
"15","Gare du Nord","50.866192","4.338672","Bruxellois","1013"
"15","Gare du Nord","50.871012","4.324470","Miroir","1014"
"15","Gare du Nord","50.867911","4.326561","Broustin","6805"
"15","Gare du Nord","50.865071","4.328340","Parc Elisabeth","4116"
"15","Gare du Nord","0.0","0.0","Simonis","1025"
"15","Gare du Nord","0.0","0.0","Belgica","5009"
"15","Gare du Nord","0.0","0.0","Vanderstichelen","5011"
"15","Gare du Nord","50.864062","4.344119","Picard","1019"
"15","Gare du Nord","0.0","0.0","Tour et Taxis","1020"
"15","Gare du Nord","50.867597","4.336128","Armateurs","1021"
"15","Gare du Nord","0.0","0.0","Willebroek","1016"
"15","Gare du Nord","0.0","0.0","WTC","1022"
"15","Gare du Nord","0.0","0.0","Gare du Nord","1023"
"15","Gare du Nord","50.860080","4.360273","Gare du Nord","1900"
"17","Heiligenborre","50.815413","4.408214","Beaulieu","4297"
"17","Heiligenborre","50.814776","4.403204","Michiels","4298"
"17","Heiligenborre","50.811774","4.401045","Brillant","4299"
"17","Heiligenborre","50.809616","4.403442","Keym","4310"
"17","Heiligenborre","50.805205","4.406721","Vander Elst","4311"
"17","Heiligenborre","0.0","0.0","Ortolans","4312"
"17","Heiligenborre","50.802583","4.412501","Les 3 Tilleuls","4313"
"17","Heiligenborre","50.799796","4.414442","Miraval","4347"
"17","Heiligenborre","50.798535","4.419065","Wiener","4349"
"17","Heiligenborre","50.796333","4.417673","Diabolo","4342"
"17","Heiligenborre","50.794104","4.418493","Etangs de Boitsfort","4289"
"17","Heiligenborre","50.792179","4.419370","International School","4288"
"17","Heiligenborre","50.790516","4.420068","Kattenberg","4290"
"17","Heiligenborre","0.0","0.0","Pepiniere","4291"
"17","Heiligenborre","50.787402","4.422597","Equipages","4319"
"17","Beaulieu","50.789581","4.420431","Heiligenborre","9059"
"17","Beaulieu","50.792197","4.419611","International School","4287"
"17","Beaulieu","50.793934","4.417910","Etangs de Boitsfort","4292"
"17","Beaulieu","50.796612","4.417673","Diabolo","4341"
"17","Beaulieu","0.0","0.0","Wiener","4368"
"17","Beaulieu","50.800227","4.414017","Miraval","4348"
"17","Beaulieu","50.802745","4.412870","Les 3 Tilleuls","4355"
"17","Beaulieu","0.0","0.0","Ortolans","4356"
"17","Beaulieu","50.805415","4.406750","Vander Elst","4357"
"17","Beaulieu","50.810030","4.403172","Keym","4358"
"17","Beaulieu","50.811909","4.401854","Brillant","4293"
"17","Beaulieu","50.812313","4.404749","Tercoigne","4294"
"17","Beaulieu","50.812744","4.410509","Gardon","4295"
"17","Beaulieu","50.813685","4.414881","Berensheide","4296"
"20","Delacroix","0.0","0.0","Hunderenveld","1101"
"20","Delacroix","0.0","0.0","Sept Etoiles","1102"
"20","Delacroix","50.862838","4.287581","Broek","4598"
"20","Delacroix","50.861233","4.292961","Place de l'Eglise","1095"
"20","Delacroix","50.859962","4.296378","Comhaire","1105"
"20","Delacroix","0.0","0.0","Schweitzer","5106"
"20","Delacroix","0.0","0.0","Hopital Français","1107"
"20","Delacroix","50.866778","4.308838","Goffin","1108"
"20","Delacroix","50.864112","4.312275","Benes","1096"
"20","Delacroix","50.861273","4.315886","Bastogne","1097"
"20","Delacroix","50.861828","4.322201","Sippelberg","1098"
"20","Delacroix","0.0","0.0","KU Brussel","1171"
"20","Delacroix","50.862960","4.330756","Simonis","1112"
"20","Delacroix","0.0","0.0","Van Huffel","1114"
"20","Delacroix","50.858770","4.330078","Autrique","1115"
"20","Delacroix","50.857069","4.332197","Etangs Noirs","4111"
"20","Delacroix","0.0","0.0","Osseghem","4114"
"20","Delacroix","0.0","0.0","Beekant","1146"
"20","Delacroix","0.0","0.0","Gare de l'Ouest","1118"
"20","Delacroix","50.845805","4.323060","Delacroix","1117"
"20","Hunderenveld","50.845922","4.323329","Delacroix","1178"
"20","Hunderenveld","0.0","0.0","Gare de l'Ouest","1176"
"20","Hunderenveld","0.0","0.0","Beekant","1210"
"20","Hunderenveld","50.856387","4.326529","Osseghem","1202"
"20","Hunderenveld","0.0","0.0","Etangs Noirs","4010"
"20","Hunderenveld","50.858860","4.330205","Autrique","1179"
"20","Hunderenveld","50.860483","4.331816","Van Huffel","1180"
"20","Hunderenveld","50.863355","4.330671","Simonis","1183"
"20","Hunderenveld","0.0","0.0","KU Brussel","1181"
"20","Hunderenveld","50.861968","4.321936","Sippelberg","1182"
"20","Hunderenveld","50.861354","4.316156","Bastogne","1197"
"20","Hunderenveld","50.864311","4.312234","Benes","1198"
"20","Hunderenveld","0.0","0.0","Goffin","1199"
"20","Hunderenveld","0.0","0.0","Hopital Français","1188"
"20","Hunderenveld","0.0","0.0","Schweitzer","5171"
"20","Hunderenveld","50.860912","4.296286","Comhaire","1190"
"20","Hunderenveld","50.861772","4.291597","Place de l'Eglise","1209"
"20","Hunderenveld","0.0","0.0","Broek","4661"
"20","Hunderenveld","0.0","0.0","Sept Etoiles","1193"
"20","Hunderenveld","50.866952","4.281290","Hunderenveld","1194"
"21","Brussels Airport","0.0","0.0","Ducale","1164"
"21","Brussels Airport","0.0","0.0","Trone","1130"
"21","Brussels Airport","50.839842","4.369371","Science","1729"
"21","Brussels Airport","0.0","0.0","Luxembourg","1262"
"21","Brussels Airport","0.0","0.0","Luxembourg","1131"
"21","Brussels Airport","50.841004","4.374318","Treves","1132"
"21","Brussels Airport","50.840341","4.378663","Parc Leopold","1133"
"21","Brussels Airport","0.0","0.0","Froissard","1416"
"21","Brussels Airport","0.0","0.0","Schuman","1418"
"21","Brussels Airport","0.0","0.0","Michel-Ange","1402"
"21","Brussels Airport","50.847115","4.391358","Gueux","1419"
"21","Brussels Airport","50.847236","4.393729","De Jamblinne de Meux","1403"
"21","Brussels Airport","0.0","0.0","Flasky","3251"
"21","Brussels Airport","0.0","0.0","Opale","1516"
"21","Brussels Airport","0.0","0.0","Diamant","1517"
"21","Brussels Airport","0.0","0.0","Diamant","4554"
"21","Brussels Airport","0.0","0.0","RTBF","4550"
"21","Brussels Airport","50.852440","4.409463","Colonel Bourg","3956"
"21","Brussels Airport","50.854704","4.415206","Carene","3957"
"21","Brussels Airport","50.856880","4.412695","Mommaerts","3961"
"21","Brussels Airport","50.857268","4.408122","RTL","4558"
"21","Brussels Airport","50.860735","4.403898","Paul Leduc","4555"
"21","Brussels Airport","0.0","0.0","Geneve","4556"
"21","Brussels Airport","0.0","0.0","Evere Shopping","4557"
"21","Brussels Airport","50.867930","4.406426","Loisirs","3404"
"21","Brussels Airport","0.0","0.0","Permeke","3416"
"21","Brussels Airport","50.872550","4.407565","Lekaerts","3362"
"21","Brussels Airport","0.0","0.0","Germinal","3363"
"21","Brussels Airport","0.0","0.0","Bale","3364"
"21","Brussels Airport","0.0","0.0","Nato","3301"
"21","Ducale","0.0","0.0","Brussels Airport","9600"
"21","Ducale","0.0","0.0","Nato","3301"
"21","Ducale","0.0","0.0","Nato","3302"
"21","Ducale","0.0","0.0","Bale","3319"
"21","Ducale","0.0","0.0","Germinal","3303"
"21","Ducale","50.874490","4.408610","Matisse","3304"
"21","Ducale","50.871628","4.405932","Lekaerts","3305"
"21","Ducale","0.0","0.0","Lekaerts","3300"
"21","Ducale","0.0","0.0","Permeke","3471"
"21","Ducale","50.867930","4.406270","Loisirs","3458"
"21","Ducale","50.866394","4.403939","Evere Shopping","3466"
"21","Ducale","0.0","0.0","Geneve","3467"
"21","Ducale","50.860652","4.403700","Paul Leduc","3468"
"21","Ducale","50.856891","4.408249","RTL","4500"
"21","Ducale","50.856889","4.413007","Mommaerts","4505"
"21","Ducale","50.854499","4.414556","Carene","3904"
"21","Ducale","50.852523","4.409583","Colonel Bourg","3905"
"21","Ducale","0.0","0.0","RTBF","1549"
"21","Ducale","0.0","0.0","Diamant","1556"
"21","Ducale","0.0","0.0","Opale","1563"
"21","Ducale","50.851141","4.395961","Plasky","3216"
"21","Ducale","50.848238","4.395036","De Jamblinne de Meux","3707"
"21","Ducale","50.846985","4.390915","Gueux","1463"
"21","Ducale","50.845282","4.386558","Michel-Ange","1464"
"21","Ducale","0.0","0.0","Schuman","1270"
"21","Ducale","50.840500","4.381885","Froissart","1476"
"21","Ducale","0.0","0.0","Toulouse","1497"
"21","Ducale","50.841975","4.374715","Treves","1160"
"21","Ducale","0.0","0.0","Luxembourg","1162"
"21","Ducale","50.839925","4.369258","Science","1776"
"21","Ducale","0.0","0.0","Trone","1163"
"22","Luxembourg","0.0","0.0","Montgomery","9020"
"22","Luxembourg","0.0","0.0","Montgomery","1155"
"22","Luxembourg","50.839607","4.398226","Merode","1156"
"22","Luxembourg","50.838215","4.392560","Gaulois","1157"
"22","Luxembourg","50.839573","4.386044","Nerviens","1158"
"22","Luxembourg","0.0","0.0","Breydel","1417"
"22","Luxembourg","0.0","0.0","Schuman","3399"
"22","Luxembourg","0.0","0.0","Charlemagne","1213"
"22","Luxembourg","0.0","0.0","Maelbeek","1214"
"22","Luxembourg","0.0","0.0","Joseph II","1215"
"22","Luxembourg","0.0","0.0","Guimard","1216"
"22","Luxembourg","0.0","0.0","Belliard","1217"
"22","Montgomery","0.0","0.0","Luxembourg","1262"
"22","Montgomery","0.0","0.0","Belliard","1263"
"22","Montgomery","0.0","0.0","Guimard","1264"
"22","Montgomery","0.0","0.0","Arts-loi","1265"
"22","Montgomery","0.0","0.0","Joseph II","1266"
"22","Montgomery","0.0","0.0","Maelbeek","1267"
"22","Montgomery","0.0","0.0","Livingstone","2970"
"22","Montgomery","50.846234","4.383470","Ambiorix","1273"
"22","Montgomery","0.0","0.0","Schuman","1270"
"22","Montgomery","0.0","0.0","Breydel","1149"
"22","Montgomery","50.839287","4.386635","Nerviens","1134"
"22","Montgomery","50.838062","4.392801","Gaulois","1135"
"22","Montgomery","50.839216","4.398528","Merode","1136"
"22","Montgomery","0.0","0.0","Montgomery","1137"
"27","Andromede","0.0","0.0","Gare du Midi","1123"
"27","Andromede","0.0","0.0","Fontainas","2418"
"27","Andromede","50.832571","4.344302","Porte de Hal","2467"
"27","Andromede","50.834700","4.346152","Hopital Saint-Pierre","1125"
"27","Andromede","50.837424","4.349035","Jeu de balle","1126"
"27","Andromede","50.841246","4.351814","Chapelle","1127"
"27","Andromede","50.839898","4.355875","Petit Sablon","1128"
"27","Andromede","0.0","0.0","Royale","1129"
"27","Andromede","0.0","0.0","Trone","1130"
"27","Andromede","50.839842","4.369371","Science","1729"
"27","Andromede","0.0","0.0","Luxembourg","1131"
"27","Andromede","50.841004","4.374318","Treves","1132"
"27","Andromede","50.840341","4.378663","Parc Leopold","1133"
"27","Andromede","50.839287","4.386635","Nerviens","1134"
"27","Andromede","50.838062","4.392801","Gaulois","1135"
"27","Andromede","50.839216","4.398528","Merode","1136"
"27","Andromede","0.0","0.0","Montgomery","1137"
"27","Andromede","50.838804","4.408276","Ichec","1113"
"27","Andromede","50.842148","4.406718","Georges Henri","1139"
"27","Andromede","50.843639","4.411958","Degrooff","1140"
"27","Andromede","50.845080","4.417254","Meudon","1141"
"27","Andromede","50.848165","4.425145","Verheyleweghen","1522"
"27","Andromede","50.848419","4.428830","Moonens","3899"
"27","Andromede","50.850346","4.427968","Sainte-Famille","3900"
"27","Gare du Midi","0.0","0.0","Andromede","1539"
"27","Gare du Midi","50.850165","4.427982","Sainte-Famille","3909"
"27","Gare du Midi","50.848417","4.428607","Moonens","3910"
"27","Gare du Midi","50.848114","4.424722","Verheyleweghen","3919"
"27","Gare du Midi","50.844896","4.416770","Meudon","1152"
"27","Gare du Midi","50.843612","4.411504","Degrooff","1153"
"27","Gare du Midi","50.841746","4.406374","Georges Henri","1154"
"27","Gare du Midi","0.0","0.0","Montgomery","1155"
"27","Gare du Midi","50.839607","4.398226","Merode","1156"
"27","Gare du Midi","50.838215","4.392560","Gaulois","1157"
"27","Gare du Midi","50.839573","4.386044","Nerviens","1158"
"27","Gare du Midi","50.840500","4.381885","Froissart","1476"
"27","Gare du Midi","0.0","0.0","Toulouse","1497"
"27","Gare du Midi","50.841975","4.374715","Treves","1160"
"27","Gare du Midi","0.0","0.0","Luxembourg","1162"
"27","Gare du Midi","50.839925","4.369258","Science","1776"
"27","Gare du Midi","0.0","0.0","Trone","1163"
"27","Gare du Midi","0.0","0.0","Ducale","1164"
"27","Gare du Midi","0.0","0.0","Royale","1165"
"27","Gare du Midi","0.0","0.0","Grand Sablon","1166"
"27","Gare du Midi","50.840890","4.350595","Chapelle","1167"
"27","Gare du Midi","50.837426","4.346872","Jeu de balle","1168"
"27","Gare du Midi","50.834403","4.343214","Porte de Hal","1169"
"27","Gare du Midi","0.0","0.0","Gare du Midi","2500"
"28","Konkel","50.851647","4.387125","Brabanconne","2919"
"28","Konkel","50.849259","4.389462","Chasseurs Ardennais","6021"
"28","Konkel","50.847236","4.393729","De Jamblinne de Meux","1403"
"28","Konkel","50.847707","4.397407","Victor Hugo","1404"
"28","Konkel","50.863259","4.328966","Diamant","1405"
"28","Konkel","50.845754","4.403994","Vergote","1406"
"28","Konkel","50.842274","4.406462","Georges Henri","1424"
"28","Konkel","50.843639","4.411958","Degrooff","1140"
"28","Konkel","50.845080","4.417254","Meudon","1141"
"28","Konkel","50.843986","4.421288","Montald","1408"
"28","Konkel","0.0","0.0","Tomberg","1409"
"28","Konkel","50.842013","4.428398","Melard","1410"
"28","Konkel","50.841465","4.432368","Slegers","1421"
"28","Konkel","50.841014","4.434987","Voot","1412"
"28","Konkel","50.839795","4.437871","Deportes","1422"
"28","Konkel","50.840299","4.440293","Parc Malou","1423"
"28","Konkel","50.841169","4.443304","Stade Fallon","1415"
"28","Konkel","50.841399","4.448927","Don Bosco","1831"
"28","Brabanconne","50.842081","4.450887","Konkel","1830"
"28","Brabanconne","50.841533","4.449168","Don Bosco","1832"
"28","Brabanconne","0.0","0.0","Stade Fallon","1833"
"28","Brabanconne","50.840567","4.439701","Parc Malou","1451"
"28","Brabanconne","50.839816","4.436724","Deportes","1450"
"28","Brabanconne","50.841361","4.434287","Voot","1454"
"28","Brabanconne","50.841452","4.432127","Slegers","1449"
"28","Brabanconne","50.842347","4.427376","Melard","1456"
"28","Brabanconne","50.797046","4.328719","Tomberg","1457"
"28","Brabanconne","50.844086","4.421193","Montald","1458"
"28","Brabanconne","50.844896","4.416770","Meudon","1152"
"28","Brabanconne","50.843612","4.411504","Degrooff","1153"
"28","Brabanconne","50.842922","4.406278","Georges Henri","1459"
"28","Brabanconne","50.845828","4.404551","Vergote","1460"
"28","Brabanconne","0.0","0.0","Diamant","1461"
"28","Brabanconne","50.847998","4.398087","Victor Hugo","1462"
"28","Brabanconne","50.847060","4.393260","De Jamblinne de Meux","6055"
"28","Brabanconne","50.849111","4.389839","Chasseurs Ardennais","6056"
"28","Brabanconne","50.841746","4.406374","Georges Henri","1154"
"29","De Brouckere","50.858827","4.438670","Hof Ten Berg","1528"
"29","De Brouckere","50.857664","4.442065","Jespers","1552"
"29","De Brouckere","50.854908","4.438887","Marcel Thiry","1553"
"29","De Brouckere","50.852490","4.437386","Peupliers","1554"
"29","De Brouckere","50.851026","4.434771","Charmille","1550"
"29","De Brouckere","50.873218","4.376999","Roodebeek","1577"
"29","De Brouckere","50.846876","4.430520","Hymans","1578"
"29","De Brouckere","50.848417","4.428607","Moonens","3910"
"29","De Brouckere","50.848321","4.424602","Verheyleweghen","1557"
"29","De Brouckere","50.848604","4.420268","Speeckaert","1558"
"29","De Brouckere","50.848725","4.416464","Heydenberg","1559"
"29","De Brouckere","50.848573","4.414546","Mai","1560"
"29","De Brouckere","50.848054","4.408895","Levie","1561"
"29","De Brouckere","0.0","0.0","Diamant","1562"
"29","De Brouckere","0.0","0.0","Opale","1563"
"29","De Brouckere","50.851141","4.395961","Plasky","3216"
"29","De Brouckere","0.0","0.0","Radium","1565"
"29","De Brouckere","50.852527","4.388052","Dailly","1566"
"29","De Brouckere","50.851530","4.384174","Vincotte","1567"
"29","De Brouckere","50.849894","4.381107","Clovis","1568"
"29","De Brouckere","0.0","0.0","Gutenberg","1569"
"29","De Brouckere","50.849814","4.374063","Saint-Josse","1570"
"29","De Brouckere","50.849743","4.369584","Madou","1571"
"29","De Brouckere","50.816457","4.289624","Congres","1572"
"29","De Brouckere","0.0","0.0","Parc","3331"
"29","De Brouckere","0.0","0.0","Gare Centrale","3330"
"29","De Brouckere","0.0","0.0","Arenberg","1502"
"29","Hof Ten Berg","0.0","0.0","De Brouckere","1501"
"29","Hof Ten Berg","50.872992","4.376771","Anspach-De Brouckere","1576"
"29","Hof Ten Berg","0.0","0.0","Assaut","1575"
"29","Hof Ten Berg","0.0","0.0","Gare Centrale","3352"
"29","Hof Ten Berg","0.0","0.0","Parc","3351"
"29","Hof Ten Berg","0.0","0.0","Treurenberg","3353"
"29","Hof Ten Berg","50.848691","4.367960","Presse","3354"
"29","Hof Ten Berg","50.849102","4.369937","Madou","1508"
"29","Hof Ten Berg","50.849751","4.374333","Saint-Josse","1509"
"29","Hof Ten Berg","50.849039","4.377279","Gutenberg","1510"
"29","Hof Ten Berg","0.0","0.0","Clovis","1511"
"29","Hof Ten Berg","50.851620","4.384813","Vincotte","1512"
"29","Hof Ten Berg","50.852473","4.388463","Dailly","1513"
"29","Hof Ten Berg","0.0","0.0","Radium","1514"
"29","Hof Ten Berg","0.0","0.0","Plasky","1515"
"29","Hof Ten Berg","0.0","0.0","Opale","1516"
"29","Hof Ten Berg","0.0","0.0","Diamant","1517"
"29","Hof Ten Berg","50.847919","4.407745","Levie","1518"
"29","Hof Ten Berg","50.848322","4.413496","Mai","1519"
"29","Hof Ten Berg","50.848617","4.417628","Heydenberg","1520"
"29","Hof Ten Berg","50.848436","4.420326","Speeckaert","1521"
"29","Hof Ten Berg","50.848165","4.425145","Verheyleweghen","1522"
"29","Hof Ten Berg","50.848419","4.428830","Moonens","3899"
"29","Hof Ten Berg","50.846731","4.431215","Hymans","1529"
"29","Hof Ten Berg","50.860360","4.355422","Roodebeek","1530"
"29","Hof Ten Berg","50.850757","4.434245","Charmille","1540"
"29","Hof Ten Berg","50.852894","4.437955","Peupliers","1525"
"29","Hof Ten Berg","50.855664","4.440581","Marcel Thiry","1526"
"29","Hof Ten Berg","50.857103","4.441439","Jespers","1527"
"34","Sainte-Anne","0.0","0.0","Porte de Namur","1770"
"34","Sainte-Anne","0.0","0.0","Trone","1130"
"34","Sainte-Anne","50.839842","4.369371","Science","1729"
"34","Sainte-Anne","0.0","0.0","Luxembourg","1907"
"34","Sainte-Anne","50.825241","4.338686","Parnasse","1708"
"34","Sainte-Anne","50.835745","4.377170","Museum","1728"
"34","Sainte-Anne","50.835493","4.380861","Etangs","1733"
"34","Sainte-Anne","50.833227","4.385801","Fetis","1712"
"34","Sainte-Anne","50.830880","4.389320","La Chasse","1713"
"34","Sainte-Anne","50.828191","4.393776","Buedts","1714"
"34","Sainte-Anne","50.826393","4.396727","Arsenal","1715"
"34","Sainte-Anne","50.824135","4.400458","Strategie","1716"
"34","Sainte-Anne","50.824316","4.335555","Hankar","1717"
"34","Sainte-Anne","0.0","0.0","Eglise Saint-Julien","1718"
"34","Sainte-Anne","50.819093","4.414807","Vandromme","1719"
"34","Sainte-Anne","0.0","0.0","Valduc","1720"
"34","Sainte-Anne","50.816646","4.425399","Auderghem-Shopping","1731"
"34","Sainte-Anne","50.815970","4.429216","Bergoje","2725"
"34","Sainte-Anne","50.816381","4.434921","Deux Chaussees","2727"
"34","Porte de Namur","50.818216","4.436542","Sainte-Anne","2728"
"34","Porte de Namur","50.816390","4.434396","Deux Chaussees","2752"
"34","Porte de Namur","50.816078","4.428918","Bergoje","2753"
"34","Porte de Namur","50.816872","4.424406","Auderghem-Shopping","1751"
"34","Porte de Namur","0.0","0.0","Valduc","1756"
"34","Porte de Namur","50.819006","4.415298","Vandromme","1757"
"34","Porte de Namur","0.0","0.0","Eglise Saint-Julien","1758"
"34","Porte de Namur","0.0","0.0","Hankar","1759"
"34","Porte de Namur","50.823982","4.400869","Strategie","1760"
"34","Porte de Namur","0.0","0.0","Arsenal","1761"
"34","Porte de Namur","50.828506","4.393350","Buedts","1762"
"34","Porte de Namur","0.0","0.0","La Chasse","1763"
"34","Porte de Namur","50.833029","4.386241","Fetis","1764"
"34","Porte de Namur","0.0","0.0","Etangs","1777"
"34","Porte de Namur","0.0","0.0","Museum","1769"
"34","Porte de Namur","0.0","0.0","Parnasse","1982"
"34","Porte de Namur","0.0","0.0","Luxembourg","4367"
"34","Porte de Namur","50.839925","4.369258","Science","1776"
"34","Porte de Namur","0.0","0.0","Trone","1163"
"34","Porte de Namur","0.0","0.0","Porte de Namur","3504"
"36","Konkel","0.0","0.0","Schuman","1148"
"36","Konkel","0.0","0.0","Breydel","1149"
"36","Konkel","50.838755","4.385732","Nerviens","1802"
"36","Konkel","0.0","0.0","Leman","1803"
"36","Konkel","50.834350","4.388044","Louis Hap","1804"
"36","Konkel","0.0","0.0","La Chasse","9011"
"36","Konkel","0.0","0.0","La Chasse","1805"
"36","Konkel","50.832789","4.395101","Onze novembre","1806"
"36","Konkel","50.832260","4.398901","Roi Vainqueur","1807"
"36","Konkel","50.832118","4.405111","Thieffry","1808"
"36","Konkel","50.831532","4.404636","Boileau","1809"
